REMARK 265 
REMARK 265 EXPERIMENT TYPE : X-RAY SOLUTION SCATTERING
REMARK 265 DATA ACQUISITION
REMARK 265              RADIATION SOURCE : BENDING MAGNET 
REMARK 265             SYNCHROTRON (Y/N) : Y 
REMARK 265                      BEAMLINE : B21 DIAMOND LIGHT SOURCE 
REMARK 265
REMARK 265       DATA REDUCTION SOFTWARE : SCATTER (v 3.1r)
REMARK 265               SOFTWARE AUTHOR : RP RAMBO
REMARK 265        DATA ANALYSIS SOFTWARE : SCATTER (v 3.1r)
REMARK 265               SOFTWARE AUTHOR : RP RAMBO
REMARK 265
REMARK 265 EXPERIMENTAL INFO
REMARK 265  INFORMATION CAN BE ADDED BY DUPLICATING THE NOTE LINE BELOW
REMARK 265
REMARK 265  NOTE :  
REMARK 265
REMARK 265 EXPERIMENTAL DETAILS
REMARK 265 BUFFER COMPOSITION 
REMARK 265          TEMPERATURE (KELVIN) : 298
REMARK 265                            PH : X.X
REMARK 265                 SAMPLE BUFFER : XXX mM HEPES
REMARK 265                 SAMPLE BUFFER : XXX mM KCl
REMARK 265                 SAMPLE BUFFER : X mM TCEP
REMARK 265                 SAMPLE BUFFER : X mM KNitrate
REMARK 265
REMARK 265    COLUMNS : q, I(q), error
REMARK 265          q : defined in inverse Angstroms
4.10494931366E-03	2.01033E-02	3.56239E-03 
4.56105461015E-03	2.18152E-02	1.28236E-03 
5.01715984892E-03	2.28306E-02	8.24875E-04 
5.47326502419E-03	2.23000E-02	5.78385E-04 
5.92937013019E-03	2.15505E-02	4.88074E-04 
6.38547516115E-03	2.08982E-02	4.48186E-04 
6.84158011129E-03	2.07028E-02	3.88768E-04 
7.29768497484E-03	2.09767E-02	3.83675E-04 
7.75378974602E-03	2.18469E-02	3.38871E-04 
8.20989441908E-03	2.15028E-02	3.34552E-04 
8.66599898823E-03	2.12257E-02	3.13797E-04 
9.1221034477E-03	2.06841E-02	2.93126E-04 
9.57820779171E-03	2.13144E-02	2.91387E-04 
1.00343120145E-02	2.11243E-02	2.69774E-04 
1.04904161103E-02	2.13690E-02	2.73902E-04 
1.09465200733E-02	2.07879E-02	2.56888E-04 
1.14026238978E-02	2.05018E-02	2.45767E-04 
1.1858727578E-02	2.07524E-02	2.43432E-04 
1.23148311081E-02	2.07394E-02	2.33315E-04 
1.27709344823E-02	2.05574E-02	2.38014E-04 
1.32270376949E-02	2.06641E-02	2.23006E-04 
1.36831407401E-02	2.00976E-02	2.22434E-04 
1.41392436121E-02	2.05134E-02	2.19901E-04 
1.45953463051E-02	2.02176E-02	2.09130E-04 
1.50514488135E-02	2.00346E-02	2.11877E-04 
1.55075511313E-02	1.99458E-02	1.99062E-04 
1.59636532529E-02	2.01486E-02	2.04813E-04 
1.64197551725E-02	1.99919E-02	1.98021E-04 
1.68758568842E-02	1.96803E-02	1.92309E-04 
1.73319583823E-02	1.96543E-02	1.92573E-04 
1.77880596611E-02	1.93475E-02	1.85031E-04 
1.82441607148E-02	1.93733E-02	1.86651E-04 
1.87002615376E-02	1.93637E-02	1.82164E-04 
1.91563621236E-02	1.94363E-02	1.81042E-04 
1.96124624673E-02	1.91463E-02	1.77905E-04 
2.00685625627E-02	1.90532E-02	1.72198E-04 
2.05246624042E-02	1.90109E-02	1.75334E-04 
2.09807619858E-02	1.86282E-02	1.69068E-04 
2.1436861302E-02	1.86924E-02	1.69243E-04 
2.18929603468E-02	1.87712E-02	1.65862E-04 
2.23490591146E-02	1.86929E-02	1.63685E-04 
2.28051575995E-02	1.85892E-02	1.64007E-04 
2.32612557958E-02	1.83341E-02	1.56582E-04 
2.37173536977E-02	1.82274E-02	1.59953E-04 
2.41734512994E-02	1.82335E-02	1.56090E-04 
2.46295485952E-02	1.80035E-02	1.56363E-04 
2.50856455793E-02	1.76415E-02	1.52830E-04 
2.55417422459E-02	1.74440E-02	1.48319E-04 
2.59978385892E-02	1.76992E-02	1.51731E-04 
2.64539346036E-02	1.75988E-02	1.46089E-04 
2.69100302831E-02	1.73782E-02	1.48233E-04 
2.7366125622E-02	1.73841E-02	1.45702E-04 
2.78222206146E-02	1.70290E-02	1.41656E-04 
2.82783152551E-02	1.68078E-02	1.43952E-04 
2.87344095377E-02	1.69015E-02	1.37659E-04 
2.91905034567E-02	1.68960E-02	1.41433E-04 
2.96465970062E-02	1.68802E-02	1.37171E-04 
3.01026901805E-02	1.65056E-02	1.36435E-04 
3.05587829739E-02	1.61839E-02	1.36718E-04 
3.10148753805E-02	1.60908E-02	1.30908E-04 
3.14709673946E-02	1.62207E-02	1.34609E-04 
3.19270590104E-02	1.60323E-02	1.31056E-04 
3.23831502221E-02	1.59053E-02	1.31199E-04 
3.2839241024E-02	1.56127E-02	1.29300E-04 
3.32953314103E-02	1.55721E-02	1.26437E-04 
3.37514213753E-02	1.52314E-02	1.28708E-04 
3.42075109131E-02	1.53877E-02	1.24245E-04 
3.46636000179E-02	1.51828E-02	1.24330E-04 
3.51196886841E-02	1.50018E-02	1.24479E-04 
3.55757769058E-02	1.48923E-02	1.21930E-04 
3.60318646773E-02	1.48429E-02	1.23488E-04 
3.64879519928E-02	1.47238E-02	1.19663E-04 
3.69440388465E-02	1.44919E-02	1.19921E-04 
3.74001252327E-02	1.44382E-02	1.17848E-04 
3.78562111456E-02	1.40994E-02	1.17638E-04 
3.83122965793E-02	1.40278E-02	1.18313E-04 
3.87683815283E-02	1.39318E-02	1.15091E-04 
3.92244659865E-02	1.38668E-02	1.18488E-04 
3.96805499484E-02	1.36800E-02	1.17583E-04 
